674;2;19201826;0
718;6;19433275;1
617;1;19296360;2
990;4;19440388;3
782;8;19622729;4
294;1;19186151;5
810;1;19804566;6
796;0;19735125;7
138;8;19923861;8
459;8;19687675;9
707;6;19145129;10
947;5;19431951;11
805;2;19677563;12
656;2;19806972;13
288;8;19982947;14
404;2;19243873;15
403;2;19810191;16
408;5;19966997;17
811;1;19448910;18
149;1;19257677;19
678;6;19935868;20
645;5;19369755;21
680;3;19008089;22
10;3;19118181;23
381;7;19610047;24
515;4;19792577;25
314;8;19262206;26
228;1;19151153;27
472;4;19662891;28
52;3;19272932;29
308;0;19401548;30
954;4;19856123;31
301;5;19531278;32
519;4;19687702;33
57;2;19202163;34
118;2;19935686;35
673;2;19360735;36
554;1;19265128;37
872;8;19238606;38
682;4;19606993;39
532;2;19594947;40
402;8;19443556;41
686;1;19350657;42
257;2;19363988;43
436;3;19810484;44
457;5;19210881;45
495;4;19364341;46
326;1;19625520;47
14;6;19688212;48
222;7;19122036;49
916;7;19623244;50
956;5;19814859;51
218;2;19240354;52
431;0;19599109;53
506;1;19035562;54
834;4;19370193;55
397;4;19733495;56
595;8;19869665;57
893;3;19085426;58
787;8;19983580;59
14;4;19162851;60
622;8;19993528;61
226;7;19594036;62
614;1;19007406;63
248;0;19641879;64
334;3;19866825;65
48;0;19946719;66
28;8;19452742;67
687;3;19673912;68
764;3;19874246;69
323;8;19026513;70
883;8;19333145;71
934;3;19968721;72
17;7;19986516;73
147;5;19212989;74
527;8;19280219;75
111;7;19256986;76
195;6;19569750;77
512;4;19516981;78
173;5;19373938;79
22;7;19439446;80
482;5;19986873;81
411;5;19227511;82
532;3;19991018;83
115;6;19385019;84
901;6;19228503;85
661;4;19346656;86
696;5;19178777;87
323;4;19763479;88
518;3;19311654;89
915;6;19581237;90
316;8;19609717;91
457;2;19463335;92
984;2;19029378;93
575;3;19747140;94
507;0;19563744;95
920;4;19404303;96
262;6;19822911;97
654;7;19122733;98
691;5;19620200;99
311;0;19906359;100
178;4;19080130;101
16;1;19562256;102
678;5;19821055;103
785;3;19223592;104
69;3;19040085;105
965;3;19048254;106
700;7;19989432;107
981;1;19391157;108
320;2;19703146;109
747;1;19823980;110
927;6;19654230;111
854;8;19167403;112
856;7;19709708;113
204;8;19302426;114
100;1;19641973;115
857;6;19580770;116
889;0;19057683;117
647;2;19597990;118
392;1;19851126;119
651;8;19412389;120
188;8;19779969;121
863;3;19770009;122
426;6;19021947;123
801;0;19860296;124
20;1;19297796;125
178;2;19704258;126
515;0;19456542;127
825;4;19640005;128
626;2;19104336;129
537;0;19989199;130
735;5;19629205;131
480;5;19878709;132
614;4;19715209;133
766;6;19168184;134
222;2;19456107;135
199;0;19356665;136
77;3;19448460;137
404;0;19366952;138
342;4;19666388;139
352;6;19939358;140
444;1;19566324;141
868;0;19507719;142
857;5;19233191;143
194;7;19427837;144
185;3;19624591;145
149;7;19126780;146
124;8;19183602;147
302;2;19532139;148
385;7;19532579;149
786;1;19211966;150
564;4;19310533;151
727;7;19244030;152
995;6;19827705;153
487;7;19469511;154
214;5;19357432;155
143;3;19550295;156
152;0;19013406;157
509;0;19016704;158
67;8;19138326;159
946;0;19186647;160
434;3;19497576;161
712;6;19677464;162
173;0;19791025;163
477;2;19984812;164
202;2;19700975;165
134;5;19832325;166
54;0;19940462;167
393;8;19311676;168
340;1;19281004;169
933;8;19142507;170
940;7;19971933;171
636;5;19139395;172
656;5;19135962;173
648;0;19429651;174
598;7;19880669;175
471;5;19419177;176
75;2;19918424;177
923;0;19548485;178
160;6;19274465;179
694;7;19658965;180
404;2;19193548;181
134;0;19239071;182
335;5;19060243;183
303;2;19926548;184
966;0;19129115;185
741;1;19688463;186
690;0;19143236;187
762;0;19914678;188
771;0;19698881;189
665;8;19868518;190
334;0;19109108;191
343;8;19213531;192
97;3;19819203;193
549;0;19647274;194
381;7;19344667;195
72;6;19538414;196
375;7;19621211;197
458;3;19195702;198
856;1;19381923;199
355;5;19356918;200
212;5;19186731;201
290;7;19329826;202
441;4;19423121;203
559;6;19149702;204
70;3;19545909;205
63;7;19140104;206
470;6;19020937;207
598;2;19422955;208
733;7;19547949;209
153;4;19565638;210
962;2;19748418;211
