278;0;19480661;0
132;4;19403062;1
989;1;19669853;2
231;5;19510417;3
495;6;19011778;4
135;0;19502069;5
234;5;19928999;6
298;6;19145070;7
702;2;19505848;8
617;6;19315503;9
85;3;19443397;10
102;0;19425365;11
933;8;19628923;12
111;7;19154072;13
742;3;19643599;14
928;4;19930746;15
925;0;19098400;16
291;8;19845105;17
389;3;19699708;18
164;3;19154556;19
562;5;19524927;20
646;2;19448771;21
683;6;19115967;22
576;3;19960225;23
796;5;19765665;24
842;7;19834287;25
544;2;19229149;26
63;0;19244132;27
300;3;19098431;28
594;0;19636877;29
850;4;19153181;30
335;6;19695477;31
850;2;19171777;32
762;7;19597603;33
94;4;19342340;34
779;1;19134355;35
880;0;19550320;36
313;5;19238465;37
747;3;19293995;38
6;1;19468750;39
798;1;19757619;40
663;3;19244057;41
964;6;19979222;42
348;0;19839535;43
536;8;19020687;44
732;5;19808793;45
369;8;19375809;46
725;0;19019586;47
428;7;19440696;48
888;3;19565145;49
27;6;19982968;50
16;7;19598972;51
792;7;19053744;52
698;6;19533538;53
203;3;19420803;54
166;8;19922761;55
649;5;19203486;56
187;2;19828486;57
341;7;19159859;58
909;1;19151242;59
766;4;19824272;60
989;0;19618269;61
641;6;19087314;62
16;3;19184519;63
684;2;19628877;64
485;5;19066859;65
841;5;19996181;66
564;8;19534187;67
569;3;19809197;68
656;8;19687028;69
228;2;19182550;70
703;6;19534398;71
661;4;19691288;72
21;4;19702520;73
562;0;19153289;74
903;4;19562942;75
702;5;19837887;76
596;7;19654833;77
436;8;19982744;78
588;4;19190038;79
90;3;19362044;80
395;3;19596627;81
702;7;19111871;82
508;8;19388344;83
555;5;19704772;84
504;6;19788979;85
892;0;19356835;86
77;4;19122281;87
972;0;19837627;88
273;3;19863610;89
62;8;19586559;90
255;3;19788065;91
380;8;19777868;92
607;5;19923955;93
252;6;19939762;94
384;0;19097930;95
551;1;19449384;96
815;1;19040349;97
702;1;19581953;98
688;5;19092829;99
367;0;19286810;100
837;8;19044830;101
140;1;19851489;102
893;5;19027493;103
927;6;19563278;104
71;6;19449984;105
849;1;19211146;106
680;7;19900021;107
689;1;19223984;108
343;4;19703957;109
853;2;19707822;110
346;2;19395265;111
60;2;19028295;112
891;5;19850218;113
371;4;19647869;114
261;1;19977080;115
636;6;19042343;116
489;7;19985830;117
755;3;19919144;118
314;6;19799097;119
880;5;19982079;120
115;7;19705946;121
390;7;19833333;122
665;2;19006975;123
211;3;19583520;124
747;0;19984943;125
541;3;19523134;126
675;2;19877177;127
526;0;19072411;128
84;1;19676049;129
810;5;19808858;130
971;1;19078131;131
810;8;19919812;132
137;6;19011494;133
818;5;19047584;134
52;8;19149188;135
933;0;19403100;136
733;2;19154215;137
863;0;19795396;138
900;4;19071152;139
853;8;19043641;140
112;6;19989769;141
671;1;19149399;142
433;0;19549173;143
288;6;19762910;144
805;4;19953615;145
935;1;19391028;146
625;8;19344669;147
496;3;19588077;148
48;3;19764077;149
154;2;19025872;150
444;7;19677461;151
87;1;19946087;152
964;5;19475283;153
271;3;19507544;154
675;8;19372673;155
