21;0;19749315;0
627;3;19766859;1
220;3;19767147;2
259;5;19641649;3
90;5;19877941;4
296;7;19514518;5
979;0;19587774;6
65;4;19385287;7
374;2;19670261;8
694;5;19169552;9
822;6;19207140;10
676;7;19426358;11
468;3;19861692;12
359;1;19730041;13
936;5;19286877;14
209;6;19653966;15
358;6;19928827;16
156;2;19298842;17
396;2;19395660;18
115;1;19284937;19
746;6;19194128;20
76;1;19925857;21
630;6;19462325;22
786;8;19623523;23
181;8;19361939;24
829;8;19253336;25
4;0;19852017;26
760;1;19751004;27
922;5;19508132;28
233;6;19245524;29
401;6;19033456;30
847;6;19805916;31
135;7;19835731;32
651;3;19253742;33
19;4;19017353;34
48;0;19032244;35
285;1;19892642;36
788;1;19981442;37
62;2;19551671;38
6;7;19133280;39
482;8;19425180;40
113;4;19571004;41
522;8;19458815;42
956;0;19672925;43
972;6;19612346;44
899;1;19035017;45
917;7;19493029;46
693;6;19314085;47
31;4;19090861;48
520;1;19599534;49
538;4;19683179;50
998;5;19575393;51
183;6;19939748;52
71;0;19215243;53
612;3;19306756;54
197;2;19522869;55
877;5;19645807;56
703;6;19524723;57
675;4;19415369;58
138;8;19392205;59
632;6;19017572;60
170;6;19949962;61
492;0;19200142;62
805;7;19560226;63
40;0;19055448;64
100;0;19283988;65
923;7;19447351;66
57;5;19550671;67
111;0;19919454;68
331;6;19233997;69
370;2;19890302;70
630;5;19869809;71
977;8;19363566;72
300;0;19770545;73
693;5;19412871;74
485;8;19421482;75
265;8;19326928;76
12;8;19888372;77
898;7;19803261;78
927;3;19049032;79
203;2;19787275;80
478;2;19479143;81
364;6;19093506;82
535;2;19393172;83
931;8;19490632;84
700;8;19454861;85
934;7;19450830;86
999;1;19740208;87
506;2;19773971;88
331;6;19042967;89
895;0;19111486;90
250;7;19864116;91
647;8;19393737;92
51;7;19300056;93
589;8;19965751;94
998;4;19038844;95
467;1;19063222;96
408;1;19360940;97
285;1;19114779;98
804;1;19413790;99
795;7;19159818;0
99;7;19143219;1
387;4;19413139;2
356;0;19308146;3
685;1;19499700;4
907;2;19902023;5
916;8;19666827;6
383;2;19621232;7
436;3;19511934;8
549;8;19062457;9
910;2;19420121;10
614;4;19356860;11
616;3;19458149;12
41;1;19075972;13
535;1;19414561;14
826;0;19590188;15
940;2;19654670;16
809;1;19653374;17
